dialog,emotion,emotion_by_sentence
"Chatbot:  Hey, how's your day going?
User:  Ugh, it's been terrible. I just had a job interview and it was a complete disaster. They were so unprofessional and disrespectful.
Chatbot:  I'm sorry to hear that. It sounds really frustrating. Can you tell me more about what happened?
User:  Well, first of all, the interviewer was late and seemed completely unprepared. They didn't even bother to look at my resume before the interview. And then they asked me really inappropriate and irrelevant questions. I felt so disrespected and disgusted by their behavior.
Chatbot:  That sounds incredibly frustrating and disrespectful. It's unacceptable for an interviewer to behave that way. How did you handle the situation?
User:  I tried my best to stay calm and answer their questions professionally, but it was really difficult. I didn't want to burn any bridges, so I just finished the interview and left as soon as I could.
Chatbot:  It's understandable that you wanted to handle the situation with professionalism. It can be tough to handle such unprofessional behavior in a job interview. Is there anything else that happened that made the situation even worse?
User:  Yes, actually. On my way out, I overheard the interviewer making derogatory comments about one of the other candidates. It was really unsettling and made me even more disgusted with the company.
Chatbot:  I'm so sorry you had to witness that. It's disheartening to see such unprofessional behavior. How are you feeling about the whole experience now?
User:  Well, actually, something surprising happened. After the interview, I got a call from another company that I had applied to. They want to schedule an interview with me. I didn't expect it at all, and it's given me a little glimmer of hope.
Chatbot:  That's really surprising, and it's great to hear that you have another opportunity lined up. It's always good to have options, especially after such a negative experience. I hope this new opportunity turns out to be a much better one for you.
User:  Thank you, I hope so too. It's definitely a pleasant surprise after the disappointment of the previous interview. I'll make sure to prepare well and give it my best shot.
Chatbot:  That's the spirit! I have confidence that you'll do great in this next interview. Remember to focus on your strengths and present yourself in the best possible way. Good luck!
User:  Thank you so much for the encouragement and support. I really appreciate it.
","('Disgust', 'Surprise')","['Neutral', 'Disgust', 'Neutral', 'Disgust', 'Neutral', 'Disgust', 'Neutral', 'Disgust', 'Neutral', 'Surprise', 'Neutral', 'Surprise', 'Neutral', 'Surprise']"
"User:  I just booked a trip to my dream destination, Greece! I'm so excited to explore the ancient ruins and beautiful beaches.
Chatbot:  That sounds like an incredible adventure! Greece is known for its rich history and stunning landscapes. Have you made any specific plans for which ruins or beaches you want to visit?
User:  Yes, I've done a lot of research and I can't wait to visit the Acropolis in Athens and explore the ancient city of Olympia. And of course, I'm looking forward to soaking up the sun on the beaches of Santorini.
Chatbot:  That's fantastic! The Acropolis is definitely a must-see and I'm sure you'll be immersed in the history and beauty of the ancient ruins. Santorini's beaches are known for their unique volcanic black sand, it's going to be an unforgettable experience! Is there anything else you're particularly excited about?
User:  Well, I've always been fascinated by Greek mythology and I'll finally have the chance to visit the Temple of Apollo in Delphi. It's incredible to think about the stories that have been passed down through generations.
Chatbot:  That's incredible! Delphi holds so much historical and mythological significance. You'll be walking in the footsteps of ancient gods and heroes. It must be such an enriching experience. Is there anything else you're looking forward to on your trip?
User:  Actually, something has been bothering me. I recently found out that a friend of mine is planning to visit Greece at the same time as me. We used to be really close, but things haven't been the same between us lately. It's making me feel a bit uneasy about the trip.
Chatbot:  I'm sorry to hear that you're experiencing some uneasiness about the trip due to your friend. It can be difficult when relationships change over time. Have you talked to your friend about how you've been feeling? Communication can often help in clarifying the situation and addressing any concerns.
User:  I have tried talking to them, but they seem distant and uninterested. It's really hurtful and I don't understand what I did wrong. I was really hoping this trip could bring us closer together again, but now I'm not so sure.
Chatbot:  I understand how disappointing and hurtful it can be when a friendship goes through a rough patch, especially when you had hoped for a positive outcome. It's important to remember that relationships are a two-way street, and sometimes people have their own issues that they may be dealing with. It's okay to prioritize your own well-being and focus on enjoying your trip to Greece. Is there something specific about the trip that's making you feel uneasy?
User:  Actually, when I found out my friend was planning to come along, I couldn't help but feel like they were trying to invade my space. They've been known to copy my interests and it's just creepy. I was really looking forward to this trip being a personal journey of self-discovery, but I'm worried they'll try to take my experiences and make them their own.
Chatbot:  I can understand why that would make you feel uneasy and intruded upon. It's important to establish boundaries and make it clear to your friend what your intentions are for this trip. It may be helpful to have an open and honest conversation with them about your concerns and expectations. It's also important to remember that you have the power to control your own experiences and personal growth during this trip. Try to focus on the aspects of the trip that excite you and bring you joy.
","('Happy', 'Disgust')","['Happy', 'Neutral', 'Happy', 'Neutral', 'Happy', 'Neutral', 'Neutral', 'Neutral', 'Sadness', 'Neutral', 'Disgust', 'Neutral']"
"Chatbot:  Hey there, how's your day going?
User:  Oh, it's been a tough day. I've been feeling really down lately.
Chatbot:  I'm sorry to hear that. Is there something specific that's been bothering you?
User:  Well, I've been unemployed for a while now and it's been really tough. I've been applying to so many jobs but haven't had any luck so far. It's just disheartening and makes me feel worthless.
Chatbot:  I can understand how frustrating that must be. Job hunting can be really tough, but it's important not to lose hope. Is there anyone you can reach out to for support or guidance?
User:  I wish I had someone to turn to. I've been feeling really alone and isolated lately. Living with friends is great, but sometimes it just makes me feel like I'm a burden to them.
Chatbot:  It's completely understandable to feel that way. But remember, friends are there to support each other through thick and thin. Have you tried reaching out to your friends and talking to them about how you're feeling?
User:  I haven't really talked to them about it. I guess I'm just afraid of being a burden or bothering them with my problems.
Chatbot:  I understand your concerns, but true friends will always be there to listen and support you. It's important to open up and let them know what you're going through. They might be able to offer helpful advice or even just lend an empathetic ear.
User:  Yeah, you're right. I should give it a try and see if they can help. Thanks for the suggestion.
Chatbot:  You're welcome. Remember, you don't have to go through this alone. It's okay to lean on your friends for support when things get tough. Take care of yourself and stay positive. I believe in you!
User:  Thank you, chatbot. Your words mean a lot to me. I'll try my best to stay positive and lean on my friends for support.
","('Sad', 'Happy')","['Neutral', 'Sad', 'Neutral', 'Sad', 'Neutral', 'Sad', 'Neutral', 'Sad', 'Neutral', 'Neutral', 'Neutral', 'Happy']"
"Chatbot:  Hey there! How are you doing today?
User:  Hi... um... I'm feeling a bit anxious actually.
Chatbot:  I'm sorry to hear that. Is there something specific that's causing you to feel anxious?
User:  Yeah... it's actually related to my relationship. My partner has been acting really distant lately and I'm scared they might be cheating on me or losing interest.
Chatbot:  I can understand why that would make you feel anxious. Trust and communication are really important in a relationship. Have you tried talking to your partner about how you're feeling?
User:  I haven't, but I'm afraid that if I bring it up, they'll just get defensive or deny everything. I don't want to push them away.
Chatbot:  I can see why that would be a concern. It's important to approach the conversation with empathy and openness. Maybe you could start by expressing your feelings and concerns without accusing them directly. That way, you can create a safe space for honest communication.
User:  Yeah, you're right. I should give it a try and see how they respond. I just hope they're willing to talk and work through this with me.
Chatbot:  It's natural to feel scared about the outcome, but remember, open and honest communication is key to building trust and addressing issues in a relationship. I'm here for you if you need someone to talk to or if you have any more concerns.
User:  Thank you, I appreciate your support. It means a lot to have someone to talk to.
Chatbot:  You're welcome! It's important to have a support system during challenging times. Remember, you're not alone in this. Take care of yourself and keep me updated on how things go.
User:  Actually, you know what? I had that conversation with my partner and it went better than expected. They confessed that they've been feeling stressed with work and it's been affecting our relationship. We're going to work through it together.
Chatbot:  Wow, that's fantastic! I'm so glad to hear that your conversation went well and that you're both committed to working through the challenges. It's a pleasant surprise to see how open and honest communication can lead to positive outcomes. Keep nurturing your relationship and remember, I'm here if you ever need to talk.
","('Fear', 'Surprise')","['Neutral', 'Fear', 'Neutral', 'Fear', 'Neutral', 'Fear', 'Neutral', 'Fear', 'Neutral', 'Fear', 'Neutral', 'Surprise', 'Neutral']"
"Chatbot:  Hey there! What have you been up to lately?
User:  Oh, I've been doing great! I actually started reading this amazing book by Shakespeare. It's been bringing me so much joy and excitement. How about you?
Chatbot:  That's wonderful to hear! I'm glad you're enjoying the book. As for me, I've been keeping busy with work and trying out new recipes in the kitchen. Have you tried any new culinary adventures lately?
User:  Actually, yes! I recently tried making homemade pasta from scratch. It was such a fun and delicious experience. I even invited some friends over to enjoy the meal together. We had a great time!
Chatbot:  That sounds fantastic! I'm sure your friends appreciated the effort you put into the meal. Cooking for others can be so fulfilling. Speaking of friends, how are your relationships going?
User:  My relationships have been going well, actually. I've been spending a lot of time with my close friends and we've been able to support each other through thick and thin. It's such a comfort to have them in my life.
Chatbot:  Having a strong support system is really important. I'm glad to hear that your friends have been there for you. It sounds like you have a solid foundation in your relationships. How about your family? How are things going on that front?
User:  Well, to be honest, things have been a bit complicated with my family lately. There have been some disagreements and tensions, which has been weighing on my mind. It's been a challenge to navigate through it all.
Chatbot:  It can be tough when family dynamics become strained. Remember, communication is key in resolving conflicts and misunderstandings. It might be helpful to take some time to reflect on how you can approach these situations with empathy and understanding. Is there anything specific causing these disagreements?
User:  Yeah, it's mainly about differing opinions and expectations. We seem to have very different values and it's been hard to find common ground. It's just frustrating to see how much it's affecting our relationships.
Chatbot:  I can understand how that could be difficult and frustrating. It's important to remember that everyone has their own perspective and it's not always easy to find common ground. However, maintaining open and honest communication can help in finding understanding and resolving conflicts. Have you considered having a calm and honest conversation with your family about these differences?
User:  I've tried, but it hasn't been very successful so far. It feels like we're just talking past each other and not really listening. It's disheartening to see how distant we've become. I'm not sure what else I can do at this point.
Chatbot:  I can imagine how disheartening that must be. It's difficult when communication breaks down and relationships become distant. Remember, it's not solely up to you to fix everything. Sometimes, seeking professional help, such as family therapy, can provide a space for everyone to express their feelings and work towards a resolution. It might be worth considering as an option.
","('Happy', 'Sad')","['Neutral', 'Happy', 'Neutral', 'Happy', 'Neutral', 'Happy', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
"Chatbot:  Hey, what's been going on? You seem a bit upset.
User:  Ugh, I've been applying to so many jobs and I haven't heard back from any of them. It's so frustrating!
Chatbot:  I understand how frustrating it can be to put in so much effort and not get the outcomes you hope for. Have you considered reaching out to any contacts or networking events to increase your chances?
User:  Oh please, I've tried everything. Networking events, online platforms, you name it. Nothing seems to be working. It feels like nobody wants to give me a chance.
Chatbot:  I can imagine how discouraging that must feel. It's important to remember that the job search process can be tough, but it doesn't define your worth. Maybe it's time to take a break and focus on self-care for a bit. What are some things you enjoy doing to relax?
User:  Relax? Right now, nothing! I'm too angry and stressed to enjoy anything. Plus, I can't really afford to do anything fun since I'm unemployed.
Chatbot:  I understand that money can be a limiting factor, but taking some time to engage in activities you enjoy could help shift your mindset and overall well-being. Maybe try doing something creative, like writing or cooking, as a way to channel your emotions.
User:  You know what? You're right. I used to love cooking before everything got so overwhelming. Maybe I should give it a try again. It might help take my mind off things for a while.
Chatbot:  That's a great idea! Cooking can be a therapeutic experience and allow you to express your creativity. Who knows, maybe you'll discover new recipes or techniques that you can enjoy even after you find a job. Let me know how it goes!
User:  Thanks for the encouragement. I'll definitely try it out and let you know. It feels good to have some sense of hope again.
","('Anger', 'Happy')","['Neutral', 'ANGER', 'Neutral', 'ANGER', 'Neutral', 'ANGER', 'Neutral', 'ANGER', 'Neutral', 'HAPPINESS']"
"Chatbot:  Hey, how's your day going so far?
User:  Oh, hey! I'm actually feeling quite surprised right now. Something unexpected just happened.
Chatbot:  Oh, what happened? I'm curious to know!
User:  Well, I just received a call from my ex-girlfriend. We haven't talked in months, so it was definitely unexpected. She wanted to apologize for how things ended between us. 
Chatbot:  That sounds like quite a surprise indeed. How did you feel about her reaching out to you?
User:  At first, I was caught off guard and a bit skeptical. But as we talked, I started to feel a mix of emotions - surprise, nostalgia, and even some sadness.
Chatbot:  It's understandable to have a flood of emotions in that situation. Did her apology bring up any unresolved feelings for you?
User:  Yes, it definitely did. It made me think about the past and the mistakes we both made. It's a reminder of the pain and heartbreak we went through.
Chatbot:  I can imagine that must be tough. It sounds like there's still some healing and closure that you might need. Is there anything you'd like to talk about or any support you're seeking?
User:  Thank you for asking. I appreciate your support. Right now, I'm just trying to process everything and make sense of my emotions. Sometimes it feels overwhelming, but I know it's a part of the healing process.
Chatbot:  Take your time, and remember that it's okay to feel however you're feeling. It sounds like you're handling it well by allowing yourself to process. If you ever feel like talking more about it, I'm here for you.
User:  Thank you, I really appreciate that. It's good to have someone to talk to.
","('Surprise', 'Sad')","['Neutral', 'Surprise', 'Neutral', 'Surprise', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
"Chatbot:  Hey there! How's your day going? Any interesting developments at work?
User:  Well, actually, I just found out that my coworker got promoted. I had no idea!
Chatbot:  Oh, really? That must have been quite a surprise for you. How do you feel about their promotion?
User:  I mean, it's great for them, but I can't help but feel a bit jealous. I've been working just as hard, if not harder, and yet I'm still stuck in the same position. It's frustrating.
Chatbot:  I can understand why you would feel that way. It's tough when you see others progressing and feel like you're being left behind. Have you talked to your supervisor about your career goals and aspirations?
User:  Yeah, I've mentioned it before, but it doesn't seem like they're taking it seriously. It's like my efforts are being overlooked.
Chatbot:  That sounds really frustrating. It's important for your supervisor to be supportive and provide opportunities for growth. Have you considered having a more direct conversation with them about your concerns?
User:  I shouldn't have to beg for recognition and opportunities. It should be based on merit and hard work. I'm starting to lose my motivation. 
Chatbot:  I understand your frustration. Feeling undervalued can be incredibly demotivating. Maybe it's time to consider exploring other job opportunities where your hard work will be recognized and rewarded properly. 
User:  Yeah, I have been thinking about that. It's just disappointing to see my current workplace overlook my efforts like this. I deserve better than this.
Chatbot:  Absolutely, you deserve to work in an environment that appreciates and values your hard work. It's important to prioritize your own growth and happiness. If you'd like, I can help you with some job search tips or information on professional development opportunities.
User:  That would be helpful. I'm really tired of being overlooked and taken for granted. I deserve a workplace that respects me and gives me the chance to grow.
Chatbot:  I completely understand your frustration, and I'm here to support you in any way I can. Let's start by discussing your career goals and what you're looking for in a new workplace. With some focused effort, we'll find a better fit for you.
","('Surprise', 'Anger')","['Neutral', 'Surprise', 'Neutral', 'Surprise', 'Neutral', 'Surprise', 'Neutral', 'Annoyance', 'Neutral', 'Annoyance', 'Neutral', 'Anger', 'Neutral']"
"Chatbot:  Hey! How's your day going so far?
User:  Hi there! My day has been fantastic! I just got back from my favorite bookstore where I picked up some new novels to dive into. I can't wait to start reading them!
Chatbot:  That sounds wonderful! I'm glad you found some books that you're excited about. What genre are they?
User:  They're a mix of classic literature and contemporary fiction. I've been really enjoying exploring different writing styles and themes lately. It's like taking a journey through different time periods and perspectives.
Chatbot:  That's amazing! It's great that you're expanding your literary horizons. Books have a way of transporting us to different worlds and broadening our perspectives. Is there a particular author or novel that you're really looking forward to reading?
User:  Yes! I'm particularly excited about diving into Socrates' philosophy in ""The Republic"" and exploring Shakespeare's works, especially ""Macbeth"". I've always been fascinated by the depth and complexity of their writings. It's like uncovering hidden treasures.
Chatbot:  That's incredible! Both Socrates and Shakespeare have had a profound impact on literature and philosophy. Their works have stood the test of time and continue to inspire and provoke thought. I can imagine how excited you must be to delve into their writings. Is there a specific reason why you're drawn to these particular authors?
User:  Well, for me, reading their works is like unraveling the mysteries of the human condition. I find their insights into morality, power dynamics, and the complexities of human nature truly captivating. It's like peering into the depths of the human soul and gaining a deeper understanding of ourselves and the world around us.
Chatbot:  That's a beautiful way of looking at it. Literature has a way of connecting us to the universal human experience and helping us make sense of our own lives. It's wonderful to see how passionate you are about this. Is there anything else you'd like to share about your love for literature?
User:  Thank you! I could talk about literature all day, but I don't want to bore you. Let's just say that books have been a refuge for me, especially during challenging times. They offer solace, inspiration, and an escape from reality. I'm grateful to have literature in my life.
Chatbot:  I completely understand. Books have a way of providing comfort and serving as a source of strength during difficult times. I'm glad you have found solace in them. Is there anything else on your mind or something you'd like to talk about?
User:  Actually, there is something that's been bothering me lately. I've been feeling a bit anxious about my future. With my unemployment and the uncertainty of what lies ahead, it's been weighing on me heavily.
Chatbot:  I'm here for you, and it's totally understandable to feel anxious about the future, especially when facing unemployment. Remember, you're not alone, and there are resources available to help. Have you explored any career guidance programs or job placement services in your area?
User:  I've considered it, but I've been hesitant to reach out. I guess I've been worried about not finding a job that aligns with my interests and qualifications. It feels overwhelming and like I'm at a crossroads with so many unknowns ahead.
Chatbot:  I can understand how overwhelming that can feel. It's important to remember that exploring different paths, even ones that may seem unconventional, can lead to unexpected opportunities. If you're feeling stuck, seeking career guidance or talking to professionals in your field of interest might provide you with some valuable insights and direction. Taking that first step can often alleviate some of the fear and uncertainty.
User:  You're right. I need to push past my fear and take action. It's just difficult to shake off this feeling of uncertainty. But I appreciate your support and encouragement. Sometimes it helps to have someone to talk to.
Chatbot:  I'm here for you, always. Remember, it's okay to feel uncertain and fearful; it's a part of the human experience. What matters is that you're willing to take steps towards your goals, even if it feels uncomfortable at times. I believe in you, and I know that you have the resilience to navigate through this challenging phase.
User:  Thank you for your kind words. It means a lot to me. I'll do my best to channel my fear into motivation and keep pushing forward. And I'm glad to have you by my side during this journey.
Chatbot:  You're welcome. I'm here to support you every step of the way. Just remember, fear is just a temporary emotion, and it doesn't define you. Keep focusing on your goals, take small steps, and trust in your ability to overcome any challenges that come your way. You've got this!
User:  Thank you. I needed to hear that. I'll keep pushing forward and embrace the uncertainty with a newfound courage. I appreciate your encouragement.
Chatbot:  You're welcome. Remember, you're stronger than you think, and I believe in you. If you ever need someone to talk to or if there's anything else I can do to support you, don't hesitate to reach out. You're not alone in this journey. Keep pushing forward, and I'm here to listen.
User:  Thank you so much. Your support means a lot to me. It's comforting to know that I have someone to lean on. I'll definitely keep that in mind.
","('Happy', 'Fear')","['Neutral', 'HAPPY', 'Neutral', 'HAPPY', 'Neutral', 'HAPPY', 'Neutral', 'HAPPY', 'Neutral', 'HAPPY', 'Neutral', 'FEAR', 'Neutral', 'FEAR', 'Neutral', 'FEAR', 'Neutral', 'FEAR', 'Neutral', 'FEAR', 'Neutral', 'FEAR']"
"User:  Hey, guess what?
Chatbot:  What's up? Did something happen?
User:  Yeah, I found out that my best friend has been dating my ex behind my back!
Chatbot:  Oh wow, I can imagine that's quite a shock. How did you find out about it?
User:  I saw them together at a restaurant and they were acting all couple-y. I couldn't believe my eyes!
Chatbot:  That must have been really hurtful to see. How are you feeling about it?
User:  To be honest, I am beyond disgusted. I trusted both of them, and they betrayed me in the worst possible way.
Chatbot:  I can understand why you would feel disgusted. It's a terrible feeling to have someone you care about break your trust like that. Have you talked to either of them about it?
User:  No, I haven't. I don't even want to see their faces right now. I thought they were my friends, but clearly, I was wrong.
Chatbot:  It's completely understandable that you would need some time and space to process your emotions. Betrayal can be really difficult to deal with. Is there anything I can do to support you?
User:  Honestly, just talking about it with you is already helping. I feel like I have someone to vent to who won't judge me. Thank you for listening.
Chatbot:  Of course, I'm here for you. It's important to have someone to talk to during tough times. Remember that you deserve friends who respect your boundaries and treat you with honesty and loyalty.
User:  You're right. I deserve better than this. I don't need toxic people like them in my life.
Chatbot:  Absolutely! Surrounding yourself with positive and supportive people is crucial for your well-being. Is there anything else you want to talk about or any other way I can assist you?
User:  No, I think I just needed to get that off my chest. Thanks for being there for me.
Chatbot:  Anytime. Remember, you're strong and resilient. Take care of yourself and don't hesitate to reach out if you need anything.
","('Surprise', 'Disgust')","['Surprise', 'Neutral', 'Surprised', 'Neutral', 'Surprised', 'Neutral', 'Disgust', 'Neutral', 'Disgust', 'Neutral', 'Disgust', 'Neutral', 'Disgust', 'Neutral', 'Disgust', 'Neutral']"
